case,cores,status,seconds,single,makespan,speedup,added_copy_bytes,used_cores,official_evaluations,selected,plan,error
case_017,5,ok,53.56043314933777,162810,29682,5.4851425106124925,378516,5,134,v8_clusterphase_aggressive_64|fine_win4+ls_move_u1310->c0+ls_move_u1311->c0+ls_move_u1301->c0+ls_move_u1302->c0+ls_move_u1241->c0+ls_move_u1242->c4+ls_move_u1181->c0+ls_move_u1180->c0+ls_move_u1174->c0+ls_move_u1175->c0+ls_move_u1176->c0+ls_move_u1177->c0+ls_move_u1178->c0+ls_move_u1127->c0+ls_move_u1126->c0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_017_5core.json,
case_018,5,ok,81.80029940605164,1004367,196765,5.10439864813356,4635392,5,141,v8_wcc_active5|fine_win16+ls_move_u2603->c1+ls_move_u2601->c3+ls_move_u2600->c4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_018_5core.json,
case_019,5,ok,23.953166246414185,81144,14243,5.697114371972197,209012,5,98,v8_frontier6|fine_win16+ls_move_u561->c4+ls_move_u561->c2+ls_move_u562->c1+ls_move_u563->c1+ls_move_u217->c3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_019_5core.json,
case_020,5,ok,108.860191822052,532746,107491,4.956191681164005,0,5,71,v8_level_aggressive_96_30,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_020_5core.json,
case_021,5,ok,76.49627542495728,6567937,1241101,5.292024581399902,9420800,5,77,v8_micro64_b40,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_021_5core.json,
case_022,5,ok,25.44291663169861,56780,11612,4.889769204271444,48436,5,96,v8_level_aggressive_96_30+ls_resort+focused_wide_unblock_pipe_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_022_5core.json,
case_023,5,ok,51.30388641357422,122614,18681,6.563567260853273,322088,5,142,v8_wcc_active5|fine_time+ls_move_u759->c4+ls_move_u93->c0+ls_move_u92->c0+ls_move_u91->c0+ls_move_u639->c0+ls_move_u85->c0+focused_unblock_pipe_r0+focused_unblock_pipe_r1+focused_unblock_pipe_retime_r2+focused_wide_swap_pipe_retime_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_023_5core.json,
case_024,5,ok,117.28511095046997,2555343,695306,3.6751344012564253,464404,5,93,v8_level_none_80_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_024_5core.json,
case_025,5,ok,520.9618427753448,4863026,975282,4.986276789687495,110592,5,55,v8_wcc_active5,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_025_5core.json,
case_026,5,ok,67.56294989585876,99203,22755,4.359613271808394,364568,5,223,slack_t0.5_c1.0_a5|fine_win64+ls_move_u181->c2+ls_move_u135->c1+ls_move_u105->c1+ls_move_u155->c2+ls_move_u175->c2+ls_move_u154->c1+ls_move_u104->c1+ls_move_u103->c2+ls_move_u239->c2+ls_move_u161->c1+ls_move_u120->c0+ls_resort+ls_move_u136->c4+ls_move_u191->c2+ls_move_u135->c0+ls_move_u228->c4+ls_move_u242->c4+ls_move_u179->c4+ls_move_u178->c4+ls_move_u107->c4+ls_move_u205->c4+ls_move_u268->c4+ls_move_u259->c4+ls_move_u142->c4+ls_move_u166->c4+focused_unblock_pipe_r0+focused_wide_unblock_pipe_r0+focused_wide_swap_pipe_r1+focused_wide_swap_pipe_r2+focused_wide_unblock_pipe_r3+focused_wide_unblock_pipe_retime_r4+focused_wide_swap_pipe_retime_r5+focused_wide_unblock_pipe_r6,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_026_5core.json,
case_027,5,ok,45.6557879447937,2363952,448117,5.2753008700852675,7245824,5,131,slack_t0.25_c0.6_a5|fine_time,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_027_5core.json,
case_028,5,ok,629.927693605423,43836040,7896877,5.551060248247503,32733696,5,62,slack_t0.25_c0.6_a5|fine_time+ls_resort+ls_resort+ls_resort+ls_resort+ls_resort+focused_swap_pipe_r0+focused_unblock_pipe_retime_r1+focused_unblock_pipe_r2+focused_wide_unblock_pipe_r0+focused_wide_unblock_pipe_r1+focused_wide_unblock_pipe_r2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_028_5core.json,
case_029,5,ok,16.280555248260498,37555,9339,4.021308491273156,6144,5,70,v8_wcc_active5+focused_unblock_pipe_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_029_5core.json,
case_030,5,ok,295.9029812812805,2808034,560249,5.012117826180859,11839488,5,84,v8_wcc_active5|fine_dfs+ls_resort+ls_move_u6843->c3+ls_move_u6842->c3+ls_move_u6826->c3+ls_move_u6844->c1+ls_move_u6840->c1+ls_move_u6825->c3+ls_move_u6839->c1+ls_move_u6827->c1+ls_move_u6823->c3+ls_move_u6841->c1+focused_unblock_pipe_r0+focused_unblock_pipe_r1+focused_wide_unblock_pipe_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_030_5core.json,
case_031,5,ok,147.94197988510132,1414369,290826,4.863282512567652,8081248,5,78,v8_level_aggressive_96_30+focused_wide_swap_pipe_r0+focused_wide_swap_pipe_r1+focused_wide_join_source_r2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_031_5core.json,
case_032,5,ok,40.97177219390869,41443,9300,4.456236559139785,45220,5,98,v8_level_aggressive_96_30|fine_dfs+focused_unblock_pipe_r0+focused_unblock_pipe_r1+focused_unblock_pipe_r2+focused_wide_unblock_pipe_r0+focused_wide_unblock_pipe_r1+focused_wide_unblock_pipe_r2+focused_wide_unblock_pipe_r3+focused_wide_unblock_pipe_r4+focused_wide_unblock_pipe_r5,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_032_5core.json,
case_033,5,ok,119.18136048316956,1774196,350652,5.05970591925898,14976434,5,125,v8_frontier6|coarse_time+ls_move_u1437->c0+ls_move_u1433->c1+focused_unblock_pipe_r0+focused_wide_unblock_pipe_r0+focused_wide_unblock_pipe_r1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_033_5core.json,
case_034,5,ok,61.87369894981384,842996,155083,5.435773102145303,3621888,5,71,v8_level_aggressive_160_20|coarse_time+focused_swap_pipe_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_034_5core.json,
case_035,5,ok,68.58236384391785,169571,39834,4.25694130642165,700296,5,69,v8_level_aggressive_160_20+focused_unblock_pipe_r0+focused_unblock_pipe_r1+focused_unblock_pipe_r2+focused_wide_unblock_pipe_r0+focused_wide_unblock_pipe_r1+focused_wide_unblock_pipe_r2+focused_wide_unblock_pipe_r3+focused_wide_unblock_pipe_r4+focused_wide_unblock_pipe_r5+focused_wide_unblock_pipe_r6+focused_wide_unblock_pipe_r7,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_035_5core.json,
case_036,5,ok,30.43683433532715,931510,187182,4.976493466252097,4608,5,59,v8_wcc_active5,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_036_5core.json,
case_037,5,ok,24.82704734802246,210001,43076,4.875127681307457,1925120,5,127,v8_clusterphase_strong_128|fine_win16~win32,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_037_5core.json,
case_038,5,ok,162.21304321289062,1364555,273430,4.990509453973595,8282120,5,84,v8_level_strong_256_10|fine_win16+ls_resort+ls_move_u5394->c2+ls_move_u5867->c2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_038_5core.json,
case_039,5,ok,167.6644504070282,1435262,338583,4.239025586045371,14319616,5,102,v8_level_strong_256_10|fine_win64+ls_resort+ls_move_u1112->c0+ls_resort+ls_move_u1008->c1+ls_move_u1072->c3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_039_5core.json,
case_040,5,ok,125.86574506759644,253454,71319,3.5538075407675374,1748720,5,151,v8_level_strong_256_10|fine_time+ls_resort+ls_move_u530->c4+ls_move_u1479->c3+ls_move_u1027->c2+ls_resort+ls_resort+ls_resort+ls_move_u1028->c2+ls_move_u1029->c2+ls_move_u1030->c3+focused_wide_swap_pipe_retime_r0+focused_wide_swap_pipe_retime_r1+focused_wide_unblock_pipe_retime_r2+focused_wide_unblock_pipe_r3+focused_wide_unblock_pipe_r4+focused_wide_unblock_pipe_retime_r5+focused_wide_unblock_pipe_retime_r6,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_040_5core.json,
case_042,5,ok,134.28467988967896,1686740,330374,5.105547046680429,11271768,5,101,v8_frontier6+focused_unblock_pipe_r0+focused_unblock_pipe_r1+focused_unblock_pipe_r2+focused_wide_unblock_pipe_r0+focused_wide_join_target_r1+focused_wide_unblock_pipe_r2+focused_wide_unblock_pipe_r3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_042_5core.json,
case_043,5,ok,193.20347952842712,677656,160549,4.2208671495929595,5150932,5,66,v8_level_aggressive_160_20+focused_wide_swap_pipe_r0+focused_wide_unblock_pipe_r1+focused_wide_unblock_pipe_r2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_043_5core.json,
case_044,5,ok,21.41213870048523,154407,54078,2.855264617774326,1860800,3,77,v8_active3_strong96|fine_time~win256~win512,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_044_5core.json,
case_045,5,ok,28.907874584197998,125614,26088,4.8150107329040175,32768,5,114,v8_wcc_active5+focused_wide_unblock_pipe_r0+focused_wide_unblock_pipe_r1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_045_5core.json,
case_046,5,ok,20.342116832733154,276455,78156,3.5372204309330058,2791200,4,68,slack_t0.5_c1.0_a4|fine_time~win256,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_046_5core.json,
case_047,5,ok,315.2723207473755,326508,93694,3.4848336072747452,3065144,5,63,v8_level_aggressive_96_30|fine_time+ls_resort+ls_move_u2192->c3+focused_join_source_retime_r0+focused_unblock_pipe_r1+focused_join_target_r2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_047_5core.json,
case_048,5,ok,49.500285148620605,222220,97489,2.2794366543917777,697400,5,126,v8_level_aggressive_160_20|fine_time+ls_move_u816->c4+ls_move_u808->c2+ls_move_u816->c1+ls_move_u808->c1+ls_move_u612->c2+ls_move_u709->c2+ls_move_u612->c4+ls_move_u218->c2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_048_5core.json,
case_049,5,ok,103.58265900611877,196276,45284,4.334334422754174,837916,5,120,v8_level_aggressive_160_20|fine_time+ls_move_u1125->c4+ls_move_u1068->c4+ls_move_u1127->c3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_049_5core.json,
case_050,5,ok,129.0168173313141,149690,34968,4.280770990619995,973744,5,120,v8_level_aggressive_96_30|fine_time+ls_resort+ls_move_u1675->c1+ls_move_u1793->c4+ls_move_u1811->c4+focused_swap_pipe_retime_r0+focused_unblock_pipe_retime_r1+focused_unblock_pipe_retime_r2+focused_wide_unblock_pipe_retime_r0+focused_wide_unblock_pipe_retime_r1+focused_wide_unblock_pipe_retime_r2+focused_wide_unblock_pipe_retime_r3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_050_5core.json,
case_051,5,ok,24.58904242515564,607628,169473,3.5853970839012703,460092,5,108,v8_level_none_80_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_051_5core.json,
case_052,5,ok,74.16383719444275,180301,32214,5.596976469857826,350460,5,130,v8_level_aggressive_160_20|fine_win64+ls_move_u891->c4+ls_move_u843->c4+ls_move_u526->c4+ls_move_u527->c4+ls_move_u528->c3+ls_move_u438->c4+ls_move_u312->c4+ls_move_u301->c4+ls_move_u250->c4+ls_move_u332->c3+ls_move_u327->c3+ls_move_u322->c3+focused_unblock_pipe_retime_r0+focused_unblock_pipe_retime_r1+focused_unblock_pipe_retime_r2+focused_wide_unblock_pipe_retime_r0+focused_wide_swap_pipe_retime_r1+focused_wide_unblock_pipe_retime_r2+focused_wide_unblock_pipe_retime_r3+focused_wide_unblock_pipe_r4+focused_wide_unblock_pipe_retime_r5+focused_wide_unblock_pipe_retime_r6+focused_wide_swap_pipe_retime_r7,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_052_5core.json,
case_053,5,ok,336.38800740242004,1472686,360479,4.085358647799178,10787658,5,76,v8_level_strong_256_10|fine_time+focused_unblock_pipe_retime_r0+focused_unblock_pipe_retime_r1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_053_5core.json,
case_054,5,ok,442.622300863266,815051,196287,4.152343252482335,5764844,5,71,v8_level_aggressive_96_30|fine_time+ls_move_u3775->c4+focused_wide_swap_pipe_retime_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_054_5core.json,
case_055,5,ok,44.28689098358154,118835,23769,4.999579283941268,259084,5,91,v8_level_aggressive_96_30+focused_unblock_pipe_r0+focused_unblock_pipe_r1+focused_unblock_pipe_r2+focused_wide_unblock_pipe_r0+focused_wide_unblock_pipe_r1+focused_wide_unblock_pipe_r2+focused_wide_unblock_pipe_r3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_055_5core.json,
case_056,5,ok,159.98846292495728,277285,68485,4.048842812294663,1225752,5,90,v8_level_aggressive_160_20|coarse_time~win256,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_056_5core.json,
case_057,5,ok,35.261844635009766,59726,13086,4.564114320648021,104348,5,141,v8_micro64_b40+ls_move_u23->c1+focused_wide_unblock_pipe_r0+focused_wide_unblock_pipe_r1+focused_wide_unblock_pipe_r2+focused_wide_unblock_pipe_r3+focused_wide_unblock_pipe_r4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_057_5core.json,
case_058,5,ok,458.2885375022888,4539717,944189,4.8080596151829775,40054784,5,55,v8_level_strong_256_10,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_058_5core.json,
case_059,5,ok,69.41955327987671,829473,148571,5.583007450983032,4491264,5,125,v8_frontier6,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_059_5core.json,
case_060,5,ok,103.3664858341217,888789,158167,5.619307440869461,3985924,5,70,v8_level_aggressive_160_20+focused_unblock_pipe_r0+focused_unblock_pipe_r1+focused_swap_pipe_r2+focused_wide_unblock_pipe_r0+focused_wide_swap_pipe_r1+focused_wide_unblock_pipe_r2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_060_5core.json,
case_061,5,ok,45.86091995239258,77191,18162,4.250137650038542,126772,5,82,v8_level_aggressive_160_20|fine_win64+focused_swap_pipe_r0+focused_unblock_pipe_r1+focused_unblock_pipe_r2+focused_wide_unblock_pipe_r0+focused_wide_unblock_pipe_retime_r1+focused_wide_unblock_pipe_r2+focused_wide_unblock_pipe_r3+focused_wide_unblock_pipe_r4+focused_wide_unblock_pipe_retime_r5+focused_wide_unblock_pipe_r6+focused_wide_unblock_pipe_retime_r7,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_061_5core.json,
case_062,5,ok,649.38565325737,2854809,575217,4.963012219736204,5348352,5,88,v8_level_strong_256_10+ls_move_u54->c2+ls_move_u42->c4+ls_move_u48->c3+focused_unblock_pipe_r0+focused_unblock_pipe_r1+focused_wide_unblock_pipe_r0+focused_wide_join_target_r1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_062_5core.json,
case_063,5,ok,149.57777428627014,1070397,209974,5.0977597226323255,2635776,5,85,v8_level_strong_256_10|fine_time+ls_resort+ls_move_u4298->c4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_063_5core.json,
case_064,5,ok,15.268254041671753,19116,7262,2.63233269071881,102644,5,78,v8_micro64_b40|fine_time+ls_move_u11->c3+ls_move_u106->c3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_064_5core.json,
case_065,5,ok,32.21242141723633,53068,10208,5.1986677115987465,55592,5,119,v8_wcc_active5|fine_win4+ls_resort+ls_move_u325->c0+ls_move_u253->c0+ls_move_u252->c0+ls_move_u251->c0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_065_5core.json,
case_066,5,ok,127.83738684654236,359070,92741,3.8717503585253557,3093892,5,91,v8_level_aggressive_96_30+ls_move_u18->c1+focused_unblock_pipe_r0+focused_join_target_r1+focused_join_target_r2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_066_5core.json,
case_067,5,ok,175.10415887832642,63834834,12569849,5.0784089769097465,17982976,5,54,slack_t0.5_c1.0_a5|fine_time+focused_unblock_pipe_r0+focused_unblock_pipe_r1+focused_unblock_pipe_r2+focused_wide_unblock_pipe_r0+focused_wide_unblock_pipe_r1+focused_wide_unblock_pipe_r2+focused_wide_unblock_pipe_r3+focused_wide_unblock_pipe_r4+focused_wide_unblock_pipe_r5+focused_wide_unblock_pipe_r6,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_067_5core.json,
case_068,5,ok,143.4776153564453,362095,114486,3.16278846321821,3035048,5,101,v8_level_aggressive_160_20|fine_time+ls_move_u1254->c2+ls_move_u1255->c2+ls_move_u1256->c2+ls_move_u1257->c3+ls_move_u2290->c3+focused_unblock_pipe_retime_r0+focused_unblock_pipe_retime_r1+focused_unblock_pipe_retime_r2+focused_wide_unblock_pipe_retime_r0+focused_wide_unblock_pipe_retime_r1+focused_wide_unblock_pipe_retime_r2+focused_wide_unblock_pipe_retime_r3+focused_wide_unblock_pipe_r4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_068_5core.json,
case_069,5,ok,31.548876762390137,25144,9210,2.7300760043431054,358258,5,145,v8_clusterphase_aggressive_64|fine_time+focused_unblock_pipe_retime_r0+focused_unblock_pipe_retime_r1+focused_unblock_pipe_retime_r2+focused_wide_swap_pipe_retime_r0+focused_wide_join_source_retime_r1+focused_wide_join_source_r2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_069_5core.json,
case_070,5,ok,74.09477829933167,117300,24611,4.766161472512291,425696,5,142,v8_level_aggressive_160_20|fine_win64+ls_move_u824->c1+ls_move_u1032->c2+ls_move_u1016->c0+ls_move_u873->c0+ls_move_u316->c0+ls_move_u312->c0+focused_unblock_pipe_retime_r0+focused_unblock_pipe_retime_r1+focused_unblock_pipe_retime_r2+focused_wide_unblock_pipe_retime_r0+focused_wide_unblock_pipe_retime_r1+focused_wide_unblock_pipe_r2+focused_wide_unblock_pipe_r3+focused_wide_unblock_pipe_r4+focused_wide_unblock_pipe_retime_r5+focused_wide_unblock_pipe_retime_r6+focused_wide_unblock_pipe_retime_r7,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7/A题_problem2_solver_v7_allcase_plans/case_070_5core.json,
