case,cores,status,seconds,single,makespan,speedup,added_copy_bytes,used_cores,official_evaluations,selected,plan,error
case_004,4,ok,11.89321494102478,392357,100022,3.922707004459019,700416,4,118,v8_level_aggressive_160_20|fine_win4+ls_resort+focused_unblock_pipe_r0+focused_unblock_pipe_r1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_004_4core.json,
case_004,5,ok,11.245211362838745,392357,81107,4.837523271727471,565248,5,121,v8_level_aggressive_160_20|fine_win4+ls_resort+focused_unblock_pipe_r0+focused_unblock_pipe_r1+focused_swap_pipe_r2+focused_wide_unblock_pipe_r0+focused_wide_unblock_pipe_r1+focused_wide_join_target_r2+focused_wide_unblock_pipe_r3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_004_5core.json,
case_005,2,ok,146.02271366119385,95618,44347,2.1561323201118454,923974,2,186,v8_level_aggressive_96_30|fine_time+ls_move_u1266->c0+focused_unblock_pipe_retime_r0+focused_swap_pipe_retime_r1+focused_unblock_pipe_retime_r2+focused_wide_unblock_pipe_r0+focused_wide_unblock_pipe_r1+focused_wide_swap_pipe_r2+order_4126_-1_r0+order_4082_-1_r1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_005_2core.json,
case_005,3,ok,123.84033489227295,95618,35977,2.657753564777497,1252778,3,161,v8_level_aggressive_160_20|fine_time+ls_move_u1149->c1+ls_move_u976->c1+focused_unblock_pipe_retime_r0+focused_unblock_pipe_retime_r1+focused_unblock_pipe_retime_r2+pair_join_source_pair_r0+order_4161_-1_r0+order_4161_-1_r1+order_3168_-1_r2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_005_3core.json,
case_005,4,ok,126.40456676483154,95618,35877,2.6651615240962174,1252138,4,165,seed:case_005_3core.json+ls_move_u1150->c3+ls_move_u1140->c3+ls_move_u993->c1+focused_swap_pipe_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_005_4core.json,
case_005,5,ok,111.4560980796814,95618,35876,2.6652358122421673,1257612,4,142,seed:case_005_4core.json+ls_move_u985->c3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_005_5core.json,
case_006,2,ok,20.641059398651123,82837,36243,2.285599977926772,743780,2,182,v8_level_none_80_20|fine_win64+ls_resort+ls_move_u553->c1+ls_move_u554->c1+ls_move_u261->c1+ls_move_u256->c1+ls_move_u251->c1+ls_move_u246->c1+ls_move_u462->c1+ls_move_u552->c1+ls_move_u276->c1+ls_move_u271->c1+ls_move_u518->c0+ls_move_u241->c0+focused_unblock_pipe_retime_r0+focused_swap_pipe_retime_r1+focused_swap_pipe_retime_r2+pair_shift_pair_retime_r0+pair_shift_pair_retime_r1+pair_shift_pair_retime_r2+pair_shift_pair_retime_r3+pair_shift_pair_r4+focused_wide_swap_pipe_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_006_2core.json,
case_006,3,ok,9.800599098205566,82837,26163,3.1661888927110806,279428,3,111,v8_level_aggressive_160_20|fine_win4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_006_3core.json,
case_006,4,ok,10.612730979919434,82837,23393,3.541102039071517,224016,4,122,v8_level_aggressive_160_20|coarse_time+focused_unblock_pipe_r0+focused_unblock_pipe_r1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_006_4core.json,
case_006,5,ok,11.252519845962524,82837,19930,4.1563973908680385,425816,5,112,v8_frontier6+focused_unblock_pipe_r0+focused_unblock_pipe_r1+focused_unblock_pipe_r2+focused_wide_unblock_pipe_r0+focused_wide_unblock_pipe_r1+focused_wide_unblock_pipe_r2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_006_5core.json,
case_007,2,ok,138.4246950149536,1012562,494910,2.0459517892142007,5607936,2,131,v8_frontier6|fine_win4+ls_resort+ls_move_u956->c0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_007_2core.json,
case_007,3,ok,84.78186321258545,1012562,338034,2.995444245253436,55296,3,103,v8_wcc_active3+order_4437_-1_r0+order_4429_-1_r1+order_4421_-1_r2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_007_3core.json,
case_007,4,ok,149.12479853630066,1012562,251666,4.023435823671056,7108608,4,159,v8_frontier6|fine_time+ls_resort+ls_move_u554->c3+ls_move_u554->c1+ls_move_u552->c3+focused_unblock_pipe_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_007_4core.json,
case_007,5,ok,116.63380479812622,1012562,203506,4.9755879433530215,2325504,5,159,v8_frontier6|coarse_time+order_4438_-1_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_007_5core.json,
case_008,2,ok,37.9421284198761,487605,238589,2.043702769197239,221184,2,206,v8_wcc_active2+focused_wide_swap_pipe_r0+focused_wide_swap_pipe_r1+focused_wide_swap_pipe_r2+focused_wide_swap_pipe_r3+focused_wide_swap_pipe_r4+focused_wide_swap_pipe_r5+focused_wide_swap_pipe_r6+focused_wide_swap_pipe_r7+order_1290_-1_r0+focused_wide_swap_pipe_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_008_2core.json,
case_008,3,ok,14.35719609260559,487605,163359,2.984867684057811,0,3,83,v8_wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_008_3core.json,
case_008,4,ok,13.256046295166016,487605,123060,3.962335446123842,0,4,83,v8_wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_008_4core.json,
case_008,5,ok,19.346633911132812,487605,98081,4.971452167086388,184704,5,121,v8_wcc_active5+focused_unblock_pipe_r0+focused_unblock_pipe_r1+focused_swap_pipe_r2+pair_shift_pair_r0+focused_wide_unblock_pipe_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_008_5core.json,
case_009,2,ok,175.82589721679688,153261,76580,2.0013188822146772,386954,2,141,v8_level_aggressive_96_30|fine_time+ls_move_u2642->c1+ls_move_u2518->c1+ls_move_u2442->c1+ls_move_u2454->c1+ls_move_u2641->c1+ls_move_u2698->c1+ls_move_u2689->c1+ls_move_u2503->c1+focused_unblock_pipe_r0+focused_unblock_pipe_r1+focused_unblock_pipe_retime_r2+pair_shift_pair_retime_r0+pair_shift_pair_r1+pair_shift_pair_retime_r2+pair_shift_pair_retime_r3+pair_shift_pair_retime_r4+focused_wide_unblock_pipe_r0+focused_wide_unblock_pipe_r1+focused_wide_swap_pipe_retime_r2+focused_wide_unblock_pipe_r3+focused_wide_swap_pipe_retime_r4+focused_wide_unblock_pipe_r5+focused_wide_swap_pipe_r6+focused_wide_unblock_pipe_r7+focused_wide_swap_pipe_retime_r0+focused_wide_unblock_pipe_r1+focused_wide_unblock_pipe_r2+focused_wide_unblock_pipe_r3+focused_wide_unblock_pipe_retime_r4+focused_wide_unblock_pipe_r5+focused_wide_swap_pipe_retime_r6+focused_wide_unblock_pipe_r7,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_009_2core.json,
case_009,3,ok,166.17093467712402,153261,55939,2.7397879833389944,524504,3,155,v8_level_aggressive_160_20+ls_move_u31->c1+focused_unblock_pipe_r0+focused_wide_unblock_pipe_r0+focused_wide_unblock_pipe_r1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_009_3core.json,
case_009,4,ok,117.53208255767822,153261,46365,3.305532190229699,689882,4,113,v8_level_aggressive_96_30+focused_swap_pipe_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_009_4core.json,
case_009,5,ok,168.2392406463623,153261,38069,4.02587407076624,823884,5,155,v8_level_aggressive_96_30+ls_resort+ls_move_u43->c2+ls_move_u140->c3+focused_swap_pipe_r0+focused_swap_pipe_r1+focused_unblock_pipe_r2+pair_join_third_core_r0+pair_shift_pair_r1+focused_wide_unblock_pipe_r0+focused_wide_unblock_pipe_r1+focused_wide_unblock_pipe_r2+focused_wide_unblock_pipe_r3+focused_wide_join_source_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_009_5core.json,
case_010,2,ok,19.12411069869995,86969,32518,2.674487975890276,862944,2,183,slack_t0.75_c1.5_a2|fine_time+focused_unblock_pipe_retime_r0+focused_swap_pipe_retime_r1+focused_swap_pipe_retime_r2+pair_shift_pair_retime_r0+pair_shift_pair_retime_r1+pair_shift_pair_retime_r2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_010_2core.json,
case_010,3,ok,22.101826667785645,86969,25847,3.3647618679150386,971504,3,195,slack_t0.75_c1.5_a3|fine_time+ls_move_u578->c2+ls_move_u477->c2+ls_move_u569->c2+ls_move_u424->c2+ls_move_u425->c0+ls_move_u595->c2+focused_unblock_pipe_retime_r0+focused_unblock_pipe_retime_r1+focused_unblock_pipe_retime_r2+pair_shift_pair_retime_r0+order_fine_r0+order_fine_r1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_010_3core.json,
case_010,4,ok,15.70844030380249,86969,20784,4.184420708237106,363604,4,181,v8_level_strong_128_12|fine_time+ls_move_u378->c1+ls_move_u345->c1+ls_move_u377->c3+ls_move_u379->c1+focused_swap_pipe_retime_r0+focused_unblock_pipe_r1+focused_unblock_pipe_retime_r2+focused_wide_unblock_pipe_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_010_4core.json,
case_010,5,ok,18.4963116645813,86969,19756,4.402156306944725,574956,5,162,slack_t0.5_c1.0_a5|fine_time+ls_resort+ls_move_u143->c0+ls_move_u197->c4+ls_move_u123->c0+ls_move_u350->c0+focused_unblock_pipe_retime_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_010_5core.json,
case_011,2,ok,8.213366270065308,184697,92646,1.9935777043801135,180224,2,90,v8_wcc_active2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_011_2core.json,
case_011,3,ok,18.675920486450195,184697,62289,2.9651623882226397,1308672,3,160,v8_frontier6+ls_move_u1->c0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_011_3core.json,
case_011,4,ok,10.561943769454956,184697,46880,3.9397824232081913,540672,4,103,v8_wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_011_4core.json,
case_011,5,ok,13.561932563781738,184697,38083,4.8498542656828505,1372160,5,106,v8_level_strong_1024_8+focused_unblock_pipe_r0+focused_unblock_pipe_r1+focused_unblock_pipe_r2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_011_5core.json,
case_012,2,ok,37.02648997306824,59088,25401,2.326207629620881,482380,2,201,slack_t0.5_c1.0_a2|fine_win64+pair_shift_pair_retime_r0+pair_shift_pair_retime_r1+pair_shift_pair_retime_r2+pair_shift_pair_retime_r3+pair_shift_pair_r4+focused_wide_unblock_pipe_r0+focused_wide_unblock_pipe_r1+focused_wide_unblock_pipe_r2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_012_2core.json,
case_012,3,ok,22.64137053489685,59088,16469,3.5878316837695063,55940,3,165,v8_level_aggressive_160_20|fine_win64+ls_move_u482->c1+ls_move_u404->c0+ls_move_u390->c0+ls_move_u361->c0+ls_move_u890->c0+ls_move_u735->c0+ls_move_u475->c0+ls_move_u890->c2+ls_move_u642->c0+ls_move_u643->c0+focused_unblock_pipe_retime_r0+focused_unblock_pipe_retime_r1+focused_unblock_pipe_retime_r2+pair_shift_pair_r0+pair_shift_pair_retime_r1+pair_shift_pair_retime_r2+pair_shift_pair_r3+pair_shift_pair_r4+focused_wide_unblock_pipe_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_012_3core.json,
case_012,4,ok,29.303459405899048,59088,13563,4.356558283565583,103152,4,207,v8_micro64_b40|fine_time+ls_move_u327->c1+ls_move_u452->c1+ls_move_u470->c1+ls_move_u504->c1+focused_unblock_pipe_retime_r0+focused_unblock_pipe_retime_r1+focused_unblock_pipe_retime_r2+pair_shift_pair_retime_r0+pair_shift_pair_retime_r1+pair_shift_pair_retime_r2+pair_shift_pair_retime_r3+focused_wide_unblock_pipe_retime_r0+focused_wide_unblock_pipe_retime_r1+focused_wide_unblock_pipe_retime_r2+focused_wide_unblock_pipe_retime_r3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_012_4core.json,
case_012,5,ok,14.638455867767334,59088,12056,4.901128069011281,94184,5,106,v8_micro64_b40+ls_move_u21->c4+ls_move_u47->c1+ls_move_u46->c1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_012_5core.json,
case_013,2,ok,33.34407925605774,263949,132198,1.9966187083011846,8192,2,91,v8_wcc_active2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_013_2core.json,
case_013,3,ok,32.42215704917908,263949,88351,2.98750438591527,16384,3,93,v8_wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_013_3core.json,
case_013,4,ok,30.051815509796143,263949,66818,3.95026789188542,32768,4,90,v8_wcc_active4+focused_unblock_pipe_r0+focused_unblock_pipe_r1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_013_4core.json,
case_013,5,ok,29.45221757888794,263949,54133,4.875935196645299,36864,5,93,v8_wcc_active5+focused_unblock_pipe_r0+focused_unblock_pipe_r1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_013_5core.json,
case_014,2,ok,2116.8319404125214,17698626,8710057,2.031975910146168,83531404,2,65,v8_level_strong_256_10+focused_unblock_pipe_r0+focused_join_target_r1+order_fine_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_014_2core.json,
case_014,3,ok,1179.3180391788483,17698626,5865557,3.0173819809440094,63356384,3,65,v8_active3_strong96+ls_move_u81->c1+focused_unblock_pipe_r0+focused_join_target_r1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_014_3core.json,
case_014,4,ok,1050.1549351215363,17698626,4437671,3.9882690717721077,92693424,4,70,v8_level_strong_128_12+focused_unblock_pipe_r0+focused_join_source_r1+order_fine_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_014_4core.json,
case_014,5,ok,859.6526484489441,17698626,3670446,4.821927907398719,89152296,5,60,v8_wcc_active5+focused_unblock_pipe_r0+focused_unblock_pipe_r1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_014_5core.json,
case_015,2,ok,36.242758989334106,177362,73138,2.425032131039952,2027296,2,187,v8_level_none_80_20|fine_win64+ls_resort+ls_move_u169->c1+ls_move_u937->c1+ls_move_u927->c1+ls_move_u917->c1+ls_move_u897->c1+ls_move_u863->c1+ls_move_u852->c1+ls_move_u843->c1+ls_move_u735->c1+focused_swap_pipe_retime_r0+focused_unblock_pipe_r1+focused_unblock_pipe_r2+pair_shift_pair_retime_r0+pair_shift_pair_r1+pair_shift_pair_retime_r2+pair_shift_pair_retime_r3+pair_shift_pair_retime_r4+focused_wide_swap_pipe_retime_r0+focused_wide_unblock_pipe_retime_r1+focused_wide_unblock_pipe_retime_r2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_015_2core.json,
case_015,3,ok,36.0822536945343,177362,58502,3.0317254110970566,1987868,3,170,slack_t0.5_c1.0_a3|fine_time+ls_resort+ls_move_u810->c2+ls_move_u221->c2+ls_move_u832->c0+ls_move_u502->c0+ls_move_u887->c0+ls_move_u661->c0+ls_move_u439->c0+ls_move_u612->c0+ls_move_u555->c0+ls_move_u595->c0+ls_move_u648->c0+ls_move_u712->c0+focused_unblock_pipe_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_015_3core.json,
case_015,4,ok,29.989169597625732,177362,43846,4.045112438991014,760924,4,153,slack_t0.5_c1.0_a4|fine_win64+focused_unblock_pipe_retime_r0+focused_unblock_pipe_retime_r1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_015_4core.json,
case_015,5,ok,12.984492063522339,177362,40208,4.411112216474334,358664,5,96,v8_micro64_b40,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_015_5core.json,
case_016,2,ok,536.1985304355621,7715523,4023034,1.9178368862902972,405420,2,71,v8_level_strong_1024_8+ls_move_u5790->c1+ls_move_u5785->c1+ls_move_u5771->c0+ls_move_u5766->c0+ls_move_u5752->c1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_016_2core.json,
case_016,3,ok,461.34882402420044,7715523,2877637,2.6812009297906583,275568,3,75,v8_level_strong_256_10,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_016_3core.json,
case_016,4,ok,435.64134216308594,7715523,2243883,3.4384693854358717,605676,4,77,v8_level_none_80_20|coarse_time,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_016_4core.json,
case_016,5,ok,425.1339433193207,7715523,2088422,3.694427179947348,475828,5,78,v8_level_none_80_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_016_5core.json,
case_017,2,ok,49.356502056121826,162810,70844,2.2981480435887303,311300,2,261,v8_level_aggressive_160_20|fine_win16+ls_resort+ls_resort+ls_move_u1065->c0+focused_swap_pipe_r0+pair_shift_pair_r0+focused_wide_swap_pipe_r0+order_1409_-1_r0+order_1382_-1_r1+order_1400_-1_r2+focused_wide_swap_pipe_r0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_017_2core.json,
case_017,3,ok,30.357773542404175,162810,47258,3.44513098311397,284176,3,158,v8_level_aggressive_96_30|fine_win16+ls_resort+ls_move_u1150->c0+ls_move_u857->c0+ls_move_u774->c0+ls_move_u410->c0+ls_move_u877->c0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/p2_v7_1/A题_problem2_solver_v7_1_allcase_plans/case_017_3core.json,
